clock_id,name,year,species,data_type,generation,tissue,tissue_class,population,population_class,training_target,target_class,translage_trained_phenotype,predicts,platform,n_features,unit,scale_type,legal_operations,model_type,availability,ships_coefficients,profile_key,n_same_profile,peers_same_profile,n_same_tissue_class,n_same_target_class,feature_overlap_partner,feature_overlap_jaccard,feature_overlap_shared,feature_overlap_note,external_catalogues,external_catalogue_urls,training_cohort_note,verify_url,verify_url_kind,verify_url_status,coefficient_source_url,citation
deconvolutebloodepicbcell,deconvolutebloodepicbcell,2018,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type-specific methylation contrast,cell_composition,,B cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-018-1448-7,doi,200 ok,,"Salas, L.A., Koestler, D.C., Butler, R.A. et al. An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray. Genome Biology 19, 64 (2018)."
deconvolutebloodepiccd4tcell,deconvolutebloodepiccd4tcell,2018,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type-specific methylation contrast,cell_composition,,CD4+ T cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-018-1448-7,doi,200 ok,,"Salas, L.A., Koestler, D.C., Butler, R.A. et al. An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray. Genome Biology 19, 64 (2018)."
deconvolutebloodepiccd8tcell,deconvolutebloodepiccd8tcell,2018,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type-specific methylation contrast,cell_composition,,CD8+ T cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-018-1448-7,doi,200 ok,,"Salas, L.A., Koestler, D.C., Butler, R.A. et al. An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray. Genome Biology 19, 64 (2018)."
deconvolutebloodepicmonocyte,deconvolutebloodepicmonocyte,2018,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type-specific methylation contrast,cell_composition,,monocyte proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-018-1448-7,doi,200 ok,,"Salas, L.A., Koestler, D.C., Butler, R.A. et al. An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray. Genome Biology 19, 64 (2018)."
deconvolutebloodepicneutrophil,deconvolutebloodepicneutrophil,2018,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type-specific methylation contrast,cell_composition,,neutrophil proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-018-1448-7,doi,200 ok,,"Salas, L.A., Koestler, D.C., Butler, R.A. et al. An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray. Genome Biology 19, 64 (2018)."
deconvolutebloodepicnkcell,deconvolutebloodepicnkcell,2018,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type-specific methylation contrast,cell_composition,,natural killer cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-018-1448-7,doi,200 ok,,"Salas, L.A., Koestler, D.C., Butler, R.A. et al. An optimized library for reference-based deconvolution of whole-blood biospecimens assayed using the Illumina HumanMethylationEPIC BeadArray. Genome Biology 19, 64 (2018)."
twelvecelldeconvolutebloodepicbas,twelvecelldeconvolutebloodepicbas,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,basophil proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepicbmem,twelvecelldeconvolutebloodepicbmem,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,memory B cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepicbnv,twelvecelldeconvolutebloodepicbnv,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,naive B cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepiccd4mem,twelvecelldeconvolutebloodepiccd4mem,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,memory CD4+ T cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepiccd4nv,twelvecelldeconvolutebloodepiccd4nv,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,naive CD4+ T cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepiccd8mem,twelvecelldeconvolutebloodepiccd8mem,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,memory CD8+ T cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepiccd8nv,twelvecelldeconvolutebloodepiccd8nv,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,naive CD8+ T cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepiceos,twelvecelldeconvolutebloodepiceos,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,eosinophil proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepicmono,twelvecelldeconvolutebloodepicmono,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,monocyte proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepicneu,twelvecelldeconvolutebloodepicneu,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,neutrophil proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicnk; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepicnk,twelvecelldeconvolutebloodepicnk,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,natural killer cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepictreg,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
twelvecelldeconvolutebloodepictreg,twelvecelldeconvolutebloodepictreg,2022,Homo sapiens,dna_methylation,other,purified blood leukocytes,blood_derived,adults,adults,cell-type proportions,cell_composition,,regulatory T-cell proportion,EPICv1,,proportion,proportion,compositional; correlate; difference; mean,reference-based constrained deconvolution,untraced,no,Homo sapiens|blood_derived|adults|cell_composition,18,deconvolutebloodepicbcell; deconvolutebloodepiccd4tcell; deconvolutebloodepiccd8tcell; deconvolutebloodepicmonocyte; deconvolutebloodepicneutrophil; deconvolutebloodepicnkcell; twelvecelldeconvolutebloodepicbas; twelvecelldeconvolutebloodepicbmem; twelvecelldeconvolutebloodepicbnv; twelvecelldeconvolutebloodepiccd4mem; twelvecelldeconvolutebloodepiccd4nv; twelvecelldeconvolutebloodepiccd8mem; twelvecelldeconvolutebloodepiccd8nv; twelvecelldeconvolutebloodepiceos; twelvecelldeconvolutebloodepicmono; twelvecelldeconvolutebloodepicneu; twelvecelldeconvolutebloodepicnk,33,18,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-021-27864-7,doi,200 ok,,"Salas, L.A., Zhang, Z., Koestler, D.C. et al. Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling. Nature Communications 13, 761 (2022)."
bohlin,bohlin,2016,Homo sapiens,dna_methylation,other,cord blood,blood_derived,newborns,perinatal,gestational age,chronological_age,,gestational age,450K,,weeks,gestational_weeks,acceleration; correlate; difference; mean; residual,LASSO regression,untraced,no,Homo sapiens|blood_derived|perinatal|chronological_age,3,epicga; knight,33,62,,,,features not distributed for this clock,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/s13059-016-1063-4,doi,200 ok,,"Bohlin, J., Håberg, S. E., Magnus, P. et al. Prediction of gestational age based on genome-wide differentially methylated regions. Genome Biology 17, 207 (2016)."
epicga,epicga,2021,Homo sapiens,dna_methylation,other,cord blood,blood_derived,newborns,perinatal,gestational age,chronological_age,,gestational age,EPICv1,,days,gestational_weeks,acceleration; correlate; difference; mean; residual,LASSO regression,untraced,no,Homo sapiens|blood_derived|perinatal|chronological_age,3,bohlin; knight,33,62,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13148-021-01055-z,doi,200 ok,,"Haftorn, K. L. et al. An EPIC predictor of gestational age and its application to newborns conceived by assisted reproductive technologies. Clinical Epigenetics 13, 82 (2021)."
kdm,Klemera-Doubal method biological age,2006,Homo sapiens,clinical_chemistry,second,blood,blood_derived,adults,adults,chronological age,chronological_age,,biological age,clinical laboratory assays,,years,age_years,acceleration; correlate; difference; mean; residual,clinical_formula,bundled,no,Homo sapiens|blood_derived|adults|chronological_age,4,stoch; stocp; stocz,33,62,,,,features not distributed for this clock,,,,https://doi.org/10.1016/j.mad.2005.10.004,doi,200 ok,,"Klemera, P. and Doubal, S. ""A new approach to the concept and computation of biological age."" Mechanisms of Ageing and Development 127.3 (2006): 240-248."
knight,knight,2016,Homo sapiens,dna_methylation,other,cord blood; neonatal blood spots,blood_derived,newborns,perinatal,gestational age,chronological_age,,gestational age,27K; 450K,148,weeks,gestational_weeks,acceleration; correlate; difference; mean; residual,elastic net regression,bundled,yes,Homo sapiens|blood_derived|perinatal|chronological_age,3,bohlin; epicga,33,62,lin,0.0165,4,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/s13059-016-1068-z,doi,200 ok,,"Knight, A. K., et al. ""An epigenetic clock for gestational age at birth based on blood methylation data."" Genome Biology 17 (2016): 206."
mammalianblood2,mammalianblood2,2023,multiple species,dna_methylation,other,blood,blood_derived,multiple mammalian species,non_human,relative age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|blood_derived|non_human|chronological_age,2,mammalianblood3,33,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
mammalianblood3,mammalianblood3,2023,multiple species,dna_methylation,first,blood,blood_derived,multiple mammalian species,non_human,chronological age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|blood_derived|non_human|chronological_age,2,mammalianblood2,33,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
stoch,stoch,2024,Homo sapiens,dna_methylation,first,sorted monocytes,blood_derived,adults,adults,chronological age,chronological_age,Chronological Age,chronological age,450K,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|blood_derived|adults|chronological_age,4,kdm; stocp; stocz,33,62,,,,features not distributed for this clock,translage; biolearn,https://www.translage.io; https://github.com/bio-learn/biolearn,,https://doi.org/10.1038/s43587-024-00600-8,doi,200 ok,,"Tong, Huige, et al. ""Quantifying the stochastic component of epigenetic aging."" Nature Aging 4 (2024): 886–901."
