clock_id,name,year,species,data_type,generation,tissue,tissue_class,population,population_class,training_target,target_class,translage_trained_phenotype,predicts,platform,n_features,unit,scale_type,legal_operations,model_type,availability,ships_coefficients,profile_key,n_same_profile,peers_same_profile,n_same_tissue_class,n_same_target_class,feature_overlap_partner,feature_overlap_jaccard,feature_overlap_shared,feature_overlap_note,external_catalogues,external_catalogue_urls,training_cohort_note,verify_url,verify_url_kind,verify_url_status,coefficient_source_url,citation
mccartneysmoking,mccartneysmoking,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,smoking exposure,exposure,,smoking exposure,EPICv1,233,pack-years,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|exposure,6,mccartneyalcohol; mccartneybmi; mccartneyeducation; mccartneywhr; pcgrimagepackyrs,101,8,dunedinpoam38,0.0109,3,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
mccartneywhr,mccartneywhr,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,waist-to-hip ratio,exposure,,waist-to-hip ratio,EPICv1,226,ratio,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|exposure,6,mccartneyalcohol; mccartneybmi; mccartneyeducation; mccartneysmoking; pcgrimagepackyrs,101,8,mccartneybmi,0.0381,49,,,,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
pcgrimagepackyrs,pcgrimagepackyrs,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,smoking pack-years,exposure,,smoking pack-years,450K; EPICv1,,pack-years,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|exposure,6,mccartneyalcohol; mccartneybmi; mccartneyeducation; mccartneysmoking; mccartneywhr,101,8,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
reedbmi,reedbmi,2020,Homo sapiens,dna_methylation,other,whole blood; cord blood,whole_blood,all ages,all_ages,body mass index,exposure,,BMI methylation score,450K,,unitless,relative_score,correlate; rank,weighted methylation aggregation,untraced,no,Homo sapiens|whole_blood|all_ages|exposure,1,,101,8,,,,features not distributed for this clock,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1186/s13148-020-00841-5,doi,200 ok,,"Reed, Zoe E., et al. ""The association of DNA methylation with body mass index: distinguishing between predictors and biomarkers."" Clinical Epigenetics 12 (2020): 50."
cpgptgrimage3,cpgptgrimage3,2024,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,mortality,mortality,,biological age; mortality risk,450K,,years,age_years,acceleration; correlate; difference; mean; residual,Cox proportional hazards regression,licensed,no,Homo sapiens|whole_blood|adults|mortality,4,cpgptpcgrimage3; grimage; senmortalityage,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1101/2024.10.24.619766,doi,200 ok,,"de Lima Camillo, L. P., Sehgal, R., Armstrong, J., Higgins-Chen, A. T., Horvath, S., & Wang, B. CpGPT: a foundation model for DNA methylation. bioRxiv 2024.10.24.619766 (2024)."
cpgptpcgrimage3,cpgptpcgrimage3,2024,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,mortality,mortality,,biological age; mortality risk,450K,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + Cox regression,licensed,no,Homo sapiens|whole_blood|adults|mortality,4,cpgptgrimage3; grimage; senmortalityage,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1101/2024.10.24.619766,doi,200 ok,,"de Lima Camillo, L. P., Sehgal, R., Armstrong, J., Higgins-Chen, A. T., Horvath, S., & Wang, B. CpGPT: a foundation model for DNA methylation. bioRxiv 2024.10.24.619766 (2024)."
grimage,grimage,2019,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,mortality,mortality,Mortality,mortality risk,450K,,years,age_years,acceleration; correlate; difference; mean; residual,two-stage elastic net + Cox regression,licensed,no,Homo sapiens|whole_blood|adults|mortality,4,cpgptgrimage3; cpgptpcgrimage3; senmortalityage,101,20,,,,features not distributed for this clock,translage; biolearn; methylcipher,https://www.translage.io; https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.18632/aging.101684,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, Ake T., et al. ""DNA methylation GrimAge strongly predicts lifespan and healthspan."" Aging (Albany NY) 11 (2019): 303–327."
grimage2,grimage2,2022,Homo sapiens,dna_methylation,second,whole blood,whole_blood,older adults,older_adults,mortality,mortality,Mortality,mortality risk,450K,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net Cox regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,translage; biolearn; methylcipher,https://www.translage.io; https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
senmortalityage,senmortalityage,2026,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,mortality,mortality,,mortality risk,450K; EPICv1,,log hazard,mortality_log_hazard,correlate; hazard_ratio; mean; rank,elastic net Cox regression,untraced,no,Homo sapiens|whole_blood|adults|mortality,4,cpgptgrimage3; cpgptpcgrimage3; grimage,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1111/acel.70430,doi,403 publisher blocks bots; DOI registered in Crossref,,"Kasamoto, K., Gibson, J., Moqri, M., Smith, R. & Higgins-Chen, A.T. DNA methylation signatures of cellular senescence are not reversed by senolytic treatment. Aging Cell 25, e70430 (2026)."
systemsage,systemsage,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,Mortality,multisystem biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,translage; methylcipher,https://www.translage.io; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsageblood,systemsageblood,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,blood-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsagebrain,systemsagebrain,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,brain-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsageheart,systemsageheart,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,cardiovascular-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsagehormone,systemsagehormone,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,endocrine-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsageimmune,systemsageimmune,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,immune-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsageinflammation,systemsageinflammation,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,inflammatory-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsagekidney,systemsagekidney,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,renal-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsageliver,systemsageliver,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,hepatic-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsagelung,systemsagelung,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,pulmonary-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagemetabolic; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsagemetabolic,systemsagemetabolic,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,metabolic-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemusculoskeletal; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
systemsagemusculoskeletal,systemsagemusculoskeletal,2025,Homo sapiens,dna_methylation,system,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,musculoskeletal-system biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; zhangmortality,101,20,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-025-00958-3,doi,200 ok,,"Sehgal, R., Markov, Y., Qin, C., et al. (2025). Systems Age: a single blood methylation test to quantify aging heterogeneity across 11 physiological systems. Nature Aging, 5, 1880–1896."
zhangmortality,zhangmortality,2017,Homo sapiens,dna_methylation,second,whole blood,whole_blood,older adults,older_adults,mortality,mortality,,mortality risk,450K,10,unitless,mortality_log_hazard,correlate; hazard_ratio; mean; rank,weighted linear score,bundled,yes,Homo sapiens|whole_blood|older_adults|mortality,14,grimage2; systemsage; systemsageblood; systemsagebrain; systemsageheart; systemsagehormone; systemsageimmune; systemsageinflammation; systemsagekidney; systemsageliver; systemsagelung; systemsagemetabolic; systemsagemusculoskeletal,101,20,dunedinpoam38,0.0182,1,,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1038/ncomms14617,doi,200 ok,,"Zhang, Y., Wilson, R., Heiss, J. et al. DNA methylation signatures in peripheral blood strongly predict all-cause mortality. Nature Communications 8, 14617 (2017)."
dunedinpace,dunedinpace,2022,Homo sapiens,dna_methylation,pace,whole blood,whole_blood,adults,adults,pace of aging,pace_of_aging,Pace of Aging,pace of aging,EPICv1,,biological years per chronological year,pace_ratio,correlate; difference; mean; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|adults|pace_of_aging,2,dunedinpoam38,101,2,,,,features not distributed for this clock,translage; biolearn,https://www.translage.io; https://github.com/bio-learn/biolearn,,https://doi.org/10.7554/elife.73420,doi,200 ok,,"Belsky, D. W., Caspi, A., Corcoran, D. L., et al. (2022). DunedinPACE, a DNA methylation biomarker of the pace of aging. eLife, 11, e73420."
dunedinpoam38,dunedinpoam38,2020,Homo sapiens,dna_methylation,pace,whole blood,whole_blood,adults,adults,pace of aging,pace_of_aging,Pace of Aging,pace of aging,450K,46,biological years per chronological year,pace_ratio,correlate; difference; mean; rank,elastic net regression,bundled,yes,Homo sapiens|whole_blood|adults|pace_of_aging,2,dunedinpace,101,2,zhangmortality,0.0182,1,,translage; biolearn; methylcipher,https://www.translage.io; https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.7554/elife.54870,doi,200 ok,,"Belsky, D.W., Caspi, A., Arseneault, L. et al. Quantification of the pace of biological aging in humans through a blood test, the DunedinPoAm DNA methylation algorithm. eLife 9, e54870 (2020)."
dnamfili,dnamfili,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,frailty,phenotype,,frailty risk,EPICv1; 450K,,unitless,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|older_adults|phenotype,3,dnamic; efrs,101,15,,,,features not distributed for this clock,methylcipher,https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1038/s41467-022-32893-x,doi,200 ok,,"Li, X. et al. Derivation and validation of an epigenetic frailty risk score in population-based cohorts of older adults. Nature Communications 13, 5269 (2022)."
dnamfitage,dnamfitage,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,biological age,phenotype,,physical-fitness biological age,450K,,years,age_years,acceleration; correlate; difference; mean; residual,Klemera–Doubal composite,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,methylcipher,https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.18632/aging.204538,doi,403 publisher blocks bots; DOI registered in Crossref,,"McGreevy, K. M., et al. “DNAmFitAge: biological age indicator incorporating physical fitness.” Aging 15(10): 3904–3938 (2023)."
dnamfitagegaitf,dnamfitagegaitf,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adult women,adults,gait speed,phenotype,,gait speed,450K,,meters per second,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204538,doi,403 publisher blocks bots; DOI registered in Crossref,,"McGreevy, K. M., et al. “DNAmFitAge: biological age indicator incorporating physical fitness.” Aging 15(10): 3904–3938 (2023)."
dnamfitagegaitm,dnamfitagegaitm,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adult men,adults,gait speed,phenotype,,gait speed,450K,,meters per second,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204538,doi,403 publisher blocks bots; DOI registered in Crossref,,"McGreevy, K. M., et al. “DNAmFitAge: biological age indicator incorporating physical fitness.” Aging 15(10): 3904–3938 (2023)."
dnamfitagegripf,dnamfitagegripf,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adult women,adults,grip strength,phenotype,,grip strength,450K,,kilograms,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204538,doi,403 publisher blocks bots; DOI registered in Crossref,,"McGreevy, K. M., et al. “DNAmFitAge: biological age indicator incorporating physical fitness.” Aging 15(10): 3904–3938 (2023)."
dnamfitagegripm,dnamfitagegripm,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adult men,adults,grip strength,phenotype,,grip strength,450K,,kilograms,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204538,doi,403 publisher blocks bots; DOI registered in Crossref,,"McGreevy, K. M., et al. “DNAmFitAge: biological age indicator incorporating physical fitness.” Aging 15(10): 3904–3938 (2023)."
dnamfitagevo2max,dnamfitagevo2max,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,VO2max,phenotype,,VO2max,450K,,milliliters per kilogram per minute,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204538,doi,403 publisher blocks bots; DOI registered in Crossref,,"McGreevy, K. M., et al. “DNAmFitAge: biological age indicator incorporating physical fitness.” Aging 15(10): 3904–3938 (2023)."
dnamic,dnamic,2025,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,intrinsic capacity,phenotype,Intrinsic Capacity,intrinsic capacity,EPICv1,,unitless,relative_score,correlate; rank,elastic net regression,untraced,no,Homo sapiens|whole_blood|older_adults|phenotype,3,dnamfili; efrs,101,15,,,,features not distributed for this clock,translage; methylcipher,https://www.translage.io; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1038/s43587-025-00883-5,doi,200 ok,,"Fuentealba, M., Rouch, L., Guyonnet, S. et al. A blood-based epigenetic clock for intrinsic capacity predicts mortality and is associated with clinical, immunological and lifestyle factors. Nature Aging 5, 1207–1216 (2025)."
dnamphenoage,dnamphenoage,2018,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,phenotypic age,phenotype,Mortality,phenotypic age,27K; 450K; EPICv1,513,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,bundled,yes,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; fiage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,skinandblood,0.0686,58,,translage; biolearn; methylcipher,https://www.translage.io; https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.18632/aging.101414,doi,403 publisher blocks bots; DOI registered in Crossref,,"Levine, M. E., et al. ""An epigenetic biomarker of aging for lifespan and healthspan."" Aging 10.4 (2018): 573-591."
efrs,efrs,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,"older adults, ESTHER cohort",older_adults,frailty index,phenotype,Frailty,frailty index,450K; EPICv1,20,unitless,relative_score,correlate; rank,LASSO regression,untraced,no,Homo sapiens|whole_blood|older_adults|phenotype,3,dnamfili; dnamic,101,15,,,,features not distributed for this clock,translage,https://www.translage.io,,https://doi.org/10.1038/s41467-022-32893-x,doi,200 ok,https://doi.org/10.1038/s41467-022-32893-x,"Gao, X., et al. “Derivation and validation of an epigenetic frailty risk score in population-based cohorts of older adults.” Nature Communications 13:5269 (2022)."
fiage,fiage,2025,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,frailty index,phenotype,Frailty,frailty index,EPICv1,53,unitless,relative_score,correlate; rank,elastic net regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; hrsinchphenoage; mccartneybodyfat; omicmage; pcphenoage,101,15,,,,features not distributed for this clock,translage,https://www.translage.io,,https://www.translage.io,coefficient_source,200 ok,https://www.translage.io,"Listed in the TranslAGE clock table (translage.io) at 53 CpGs, trained on frailty, EPICv1."
hrsinchphenoage,hrsinchphenoage,2022,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,phenotypic age,phenotype,,phenotypic age,450K; EPICv1,959,years,age_years,acceleration; correlate; difference; mean; residual,weighted linear score,bundled,yes,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; mccartneybodyfat; omicmage; pcphenoage,101,15,zhangen,0.0499,70,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, Albert T., et al. ""A computational solution for bolstering reliability of epigenetic clocks: implications for clinical trials and longitudinal tracking."" Nature Aging 2 (2022): 644–661."
mccartneybodyfat,mccartneybodyfat,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,body fat percentage,phenotype,,body fat percentage,EPICv1,968,unitless,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; omicmage; pcphenoage,101,15,mccartneybmi,0.2497,415,,,,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
omicmage,omicmage,2026,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,biological age,phenotype,Mortality,biological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,licensed,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; pcphenoage,101,15,,,,features not distributed for this clock,translage,https://www.translage.io,,https://doi.org/10.1038/s43587-026-01073-7,doi,200 ok,,"Chen, Q., Dwaraka, V. B., Carreras-Gallo, N., et al. “OMICmAge quantifies biological age by integrating multi-omics with electronic medical records.” Nature Aging (2026)."
